"label","title","text"
"Dickerman-mountain","Mt Dickerman- Snow Skills 5/5","I guess I'll get this started, and everybody can throw on their pics and what not... \
\
This Cinco de Mayo a festive group of 11 (Jim, Brian, Obadiah, Mike, Taylor, Friedrich, Matt, Kris, Evan, Nathan, and myself) headed out to Mt Dickerman. The trail was dry for the first 1500 feet or so, and then we got into some fresh powdery snow. Those who had snowshoes charged ahead while the rest of us got to hone our postholing skills. We eventually set up shop at some purdy open slopes below the summit, learned self-arrest on a goopy glissade track, and then broke up into teams and practiced crevasse rescue. \
\
Before heading down we made a quick run to the summit, where we enjoyed great views and sunshine. Brian led an always invigorating round of name-that-peak, while others attempted to locate the 30 foot cornice of doom of which we had heard rumors. \
\
The descent was a bit sloppy due to the sun-warmed snow, but we made good time back to the trailhead around 7 PM. Twas an awesome day in the mountains, everything went perfectly and I think we all learned a lot. Big thanks to Matt, Mike, Jim, and Evan for driving (and to Kris for carting me and Nathan around!). Especially big thanks to everybody who brought gear, and to the advanced folks who took the time to help teach and make this happen. \
\
[img:ehg6lq8l]http&#58;//i141&#46;photobucket&#46;com/albums/r62/jonduke20/P1010126&#46;jpg[/img:ehg6lq8l]\
\
[img:ehg6lq8l]http&#58;//i141&#46;photobucket&#46;com/albums/r62/jonduke20/P1010127-1&#46;jpg[/img:ehg6lq8l]\
\
[img:ehg6lq8l]http&#58;//i141&#46;photobucket&#46;com/albums/r62/jonduke20/P1010128&#46;jpg[/img:ehg6lq8l]\
\
Getting rescued...\
[img:ehg6lq8l]http&#58;//i141&#46;photobucket&#46;com/albums/r62/jonduke20/P1010135&#46;jpg[/img:ehg6lq8l]\
\
Friedrich in a crevasse\
[img:ehg6lq8l]http&#58;//i141&#46;photobucket&#46;com/albums/r62/jonduke20/P1010133&#46;jpg[/img:ehg6lq8l]\
\
Del Campo\
[img:ehg6lq8l]http&#58;//i141&#46;photobucket&#46;com/albums/r62/jonduke20/P1010141&#46;jpg[/img:ehg6lq8l]"
,"More Weekend Cragging","I made it to Index on Sat and WW1 on Sun.  Climbed p1 and p2 of Princely to warm up.  The couple of face moves on the 1st pitch were pretty darn wet making 5.9 surprisingly spicy.  I hadn't ever done the 2nd bit and was more hoping to try Dr Sniff, but there was a waterall on the layback bit.  Only the short hand crack was worthwhile on p2 princely, IMO.  Then off to thin fingers which was seeping inside the lower bit making the finger locks suck more than usual.  I then flailed on the short boulder problem but hiked the upper bit.  My friend Melissa wanted to get some more parctice placing gear, so we did GNS, she did the 5.2, then i went up libra and she led to the top, shes getting better at placing good gear quickly,hopefully she'll start ropegunning for me soon <!-- s:) --><img src=\""{SMILIES_PATH}/icon_smile.gif\"" alt=\"":)\"" title=\""Smile\"" /><!-- s:) -->.  finished the day with stunning...errr cunning stunt.  i hadnt done it before, it turned out to be a lot of fun!  i highly reccomend it, lots off different climbing styles packed into 1 crag pitch.\
at 32 we warmed up on girls in the gym then did psycho wussy, the bad guy and finally end of the world.  i hung at least once on everything except our warm-up, but it was nice to know i could still do the moves on all of those routes.  melissa took scoot up on an offer to TR bust the move and then went for one more lap on girls in the gym to cool down.  my shoulders were spent after end of the world though, so i called it quits then.\
i'm looking forward to a good summer of climbing  <!-- s8) --><img src=\""{SMILIES_PATH}/icon_cool.gif\"" alt=\""8)\"" title=\""Cool\"" /><!-- s8) -->"
"Black-peak","Black Peak Ascent - May 5/6","Headed to the North Cascades on Saturday morning to climb Black Peak.  \
\
[img:13d2fzuy]http&#58;//farm1&#46;static&#46;flickr&#46;com/189/490087959_daa6cc6e5f_b&#46;jpg[/img:13d2fzuy]\
Colonial and Pyramid in all their glory!\
\
Skinning conditions on Saturday were pretty darn good.  Views were spectacular and there is a ton of snow up there but I bet it’s melting fast now!  \
\
[img:13d2fzuy]http&#58;//farm1&#46;static&#46;flickr&#46;com/229/490088363_26509982b5_b&#46;jpg[/img:13d2fzuy]\
\
Another profound statement by Ben: “See all the white stuff, guys… that’s all snow! \
\
[img:13d2fzuy]http&#58;//farm1&#46;static&#46;flickr&#46;com/218/490088449_c88689d8b9_b&#46;jpg[/img:13d2fzuy]\
We get our first view of Black Peak\
\
[i:13d2fzuy]Side note-  the famous traverse under the ridge was in reasonable shape, but a layer of power over hard pack snow made it difficult as we all struggled to move as fast as we could under some ominous cornices overhead.[/i:13d2fzuy]\
\
I brought a bottle of wine; Greg bought a flask of scotch.  30 mins later…   <!-- s8) --><img src=\""{SMILIES_PATH}/icon_cool.gif\"" alt=\""8)\"" title=\""Cool\"" /><!-- s8) --> \
\
[img:13d2fzuy]http&#58;//farm1&#46;static&#46;flickr&#46;com/207/490089363_88972f95f3_b&#46;jpg[/img:13d2fzuy]  \
Gangsta party on top at Wing Lake \
\
[img:13d2fzuy]http&#58;//farm1&#46;static&#46;flickr&#46;com/224/490062290_e955b3627f_b&#46;jpg[/img:13d2fzuy]\
Campsite\
\
[img:13d2fzuy]http&#58;//farm1&#46;static&#46;flickr&#46;com/195/490089985_c1a85c76c5_b&#46;jpg[/img:13d2fzuy]\
Morning conditions weren’t ideal, but nothing to complain about.  Black Peak looked ripe for the pickin\
\
[img:13d2fzuy]http&#58;//farm1&#46;static&#46;flickr&#46;com/209/490063360_2c4b4a82f4_b&#46;jpg[/img:13d2fzuy]\
Lindsey enjoys the raging wind at the col. Mount Goode in the background.  Conditions were fine, but the weather started to move in.  \
\
(BTW – if you’ve climbed Mount Goode, please PM me!\
\
[img:13d2fzuy]http&#58;//farm1&#46;static&#46;flickr&#46;com/223/490063930_6c0fd60738_b&#46;jpg[/img:13d2fzuy]\
[img:13d2fzuy]http&#58;//farm1&#46;static&#46;flickr&#46;com/196/490091757_2b53a3a777&#46;jpg[/img:13d2fzuy]\
Ben (Glenn) and Lindsey styling high on the South Ridge/Face\
\
The descent was uneventful, but snow conditions got really crappy by noon.  Fabulous dinner and beers in Marblemount!"
,"Exit 38","Got out to enjoy the Beautiful weather this weekend on Sunday.  Mel had her first 2 leads!  TR and pics [url=http&#58;//staff&#46;washington&#46;edu/khask/personal/climbing/exit38_2/:38wpcb27]here[/url:38wpcb27].

[img:38wpcb27]http&#58;//staff&#46;washington&#46;edu/khask/personal/climbing/exit38_2/exit3&#46;jpg[/img:38wpcb27]"
"South-early-winters-spire","SEWS x Two","Friday night Steph and I rolled into the Blue Lake trailhead to get an early start on South Early Winter Spire via the Southwest Couloir and/or South Arete on Saturday.  We bivyed by the highway and got up at 5am for tea and oatmeal.  By 6ish we were slogging our way up the hill on unneccesary snowshoes and I was feeling the altitude and three weeks of sedentary living.  The snow was in pretty good condition so we started with the couloir, which is more impressive in person (though not much).\
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_47&#46;jpg[/img:3tah2wnt]\
\
We got some good views and decently solid snow/ ice for the route.\
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_53&#46;jpg[/img:3tah2wnt]\
\
The climbing is casual, but has a nice alpine feel.\
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_54&#46;jpg[/img:3tah2wnt]\
\
We used pickets and a couple hexes to protect some ice/mixed scree sections (protection omitted from photo for clarity).\
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_58&#46;jpg[/img:3tah2wnt]\
\
The scramble to the summit kind of sucked in crampons, but we topped out by about 9:15am.\
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_70&#46;jpg[/img:3tah2wnt]\
\
All day long we saw kids packing their skis and dogs up Whistler(?) for some fun shralpin.\
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_75&#46;jpg[/img:3tah2wnt]\
\
Down climbing the couloir would have been annoying so we down scrambled and rapelled the south arete.\
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_84&#46;jpg[/img:3tah2wnt]\
\
After a short brunch and sun break, we racked up to take on the south arete, from the ground up this time.  Since we had plenty of time and sunshine and my back hadn't exploded in the couloir, we decided to go ahead and do both climbs.  The route is rated 5.4 so we opted to climb in boots.  The friction moves on the first \""crux\"" felt more like 5.9 with wet boots.  The only other tricky bit was a semi-snowy chimney that Steph led by slinging an in-situ nylon chockstone.  We encountered several other parties employing every technique from soloing and solo down climbing to simul-soloing on a 10 ft rope.  Takes all kinds!\
\
(Notice the position of the rope compared to the postion of the belayer/photographer).  \
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_86&#46;jpg[/img:3tah2wnt]\
\
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_95&#46;jpg[/img:3tah2wnt]\
\
It was getting pretty warm by the time we rapped off the arete for the second time and we were getting hungry and thirsty.  We packed up (thanks to the guy who freed our stuck rappel line) and began wading around to the base of the couloir to retrieve our snowshoes.  I would say the couloir is probably done for the season (it was getting thin in sections), but the warm temps made for a beautiful day in the hills and some fun glissading!\
[img:3tah2wnt]http&#58;//i18&#46;photobucket&#46;com/albums/b126/Hoscle/IMG_103&#46;jpg[/img:3tah2wnt]\
\
A good time was had by all on two classics in an awesome setting!  We were wondering why the Cascades are the American Alps.  Screw that, the Alps should be called the Euro Cascades."
"Del-campo-peak","Del Campo 5/13","Headed up to Gothic Basin today with the hopes of climbing Del Campo Peak... we were shut down about 200 feet from the summit, right at the notch that leads to the third class scrambling to the summit. Expecting dry sunny weather, we were intead greeted with continual rain that turned into sleet and snow. There was maybe 2 or 3 inches of fresh snow up there from Saturday night, so my hopes that the rock scramble section of the climb would be dry/snow-free were thwarted. \
\
There was zero visibility pretty much all day, but we managed to find ourselves skirting the rocky cliffs of Del Campo and even found what was almost certainly the right notch that leads to the summit. We decided to turn around though, having run out of time, not wanting to do the exposed third/fourth class step with snow on it, and not liking the fractures and avy debris in the gully to the notch. There was some good snow and glissading to be had on the way down, although at one point my buddy DJ did set off a small but kind of scary slide that kept moving long after he got out of it. \
\
This seems like a nice area but I can't be sure because all we saw all day was white snow and sky. Hoping to go back and try again in June or July on a legitimately nice day when the rock will be dry.\
\
The road to Monte Cristo has suffered a lot of flood damage, and the bridge over the Sauk is washed out, so if anyone was planning to bike into Cadet or Columbia anytime soon, it may be a tad difficult. On the Gothic Basin trail there was also a creek crossing that was too big to do without gettng soaked, so be prepared to either pole vault across or get your feetsies wet. \
\
Has anybody done this peak this time of year?"
,"Enchantments Solo Snowshoe","First let me appologize for the lack of photos.  I forgot my camera.\
\
This weekend I traversed the Enchantments from Snow Creek to Colchuck Lake.  There is a lot of damage to the Snow Creek trail below Nada Lake.  The sign at the trailhead says 142 downed tree, which was dated 4/27.  There are fewer now, but still a lot.  In some places I felt like I was on a jungle gym at a playground.  The snow is patchy until just below Snow Lakes at which point it becomes pretty continuous.  As I headed up from the lakes, I would loose the trail and find it again.  Fortunately the snow was pretty solid and kick steps was not too difficult.\
\
Once I reached reached Lake Vivian, I would punch through to my waist without my snowshoes.  I continued on to Inspiration Lake where I made camp for the night.  As I finished my salmon with cranberry rice dinner, the wind picked up, the clouds rolled in, and it started to snow.  I retreaded to my bivy sack where I listened to the wind howl throughout the night.  When I would periodically look outside, I sometimes saw stars and sometimes couldn't see the lake I was camping next to.\
\
The next morning I was up early and quickly broke camp.  The wind was still strong, but the clouds were high enough to navigate easily.  I made my way across the plataeu towards Aasgard Pass.  The traverse was slow since I would have to stop and lean into the strong gusts of wind to keep from falling over.  The descent from the pass was also slow and I was glad to have brought crampons.  From Colchuck Lake things went more quickly.  I before I new it, I was at the trailhead.  Another hiker offered to give me a ride back to Snow Creek, which I gratefully accepted.\
\
It was an awesome solo adventure and a great weekend in the mountains."
,"Lake Serene","I headed up to Lake Serene on Sunday with Lisa, Brooke, Stefan (my nephew), Holly &amp; Cedar (my dogs).  This was my daughters first hiking trip and it was a beauty.  We left Seattle around 8:30 and made good time up to the trailhead.  

After a quick feeding, we on the trail and were quickly up to Bridal Vail Falls.  We were all very impressed by the waterfalls, although I was not able to admire them as long as I would have liked as it was too cold there for Brooke's liking.  

The trail steps it up from this point till just before the lake.  I was quite impressed with the quality of the trail and numerous stair cases put into the hillside.  Brooke requested a rest break for a drink of milk about 2/3's the way up, but was a quite contented hiker most of the way.  As we got to the first clearings about 1/4mi from the lake with spectacular views of the Index peaks snow became an issue.  Although there was a well established boot path through the snow, after speaking with numerous hikers it was evident that it would not be safe to continue with Brooke any further.  One person said they saw someone post-hole up to their chest!

So we found an nice large dry rock for our party to relax and have lunch on.  Upon opening my pack I suddenly realized that I have left my refrigerated food at home in the fridge.  That makes twice that I have done that this year.  Fortunately, I had over packed granola bars, etc and my nephew shared some of the fruit he had hauled up in his lunch.

I was really surprised how many people there were up on this trail, as we must have seen well over 60 people and ~20 dogs over the course of the day.  I guess I've gotten spoiled going to far more remote locations and not seeing anyone in the backcountry.

After Lisa got her lunch, we were back on our way down the mountain and back to the car.  Dinner was burgers at Lisa's mom's house.

Name that crag: What is that large rock face on the western slopes of Gunn peak, looking north from Index towards the Monte Cristos?

[img:2bewdid1]http&#58;//caupwc&#46;caup&#46;washington&#46;edu/namethatcrag&#46;jpg[/img:2bewdid1]

Pics here: <!-- m --><a class=\""postlink\"" href=\""http://picasaweb.google.com/chris.moorehead/LakeSerene#\"">http://picasaweb.google.com/chris.moorehead/LakeSerene#</a><!-- m -->

End of the trail for us
[img:2bewdid1]http&#58;//lh6&#46;ggpht&#46;com/_cmsGJSU3p2s/ShDjijTv2CI/AAAAAAAACSs/-Ywawc2kxqE/s576/007&#46;jpg[/img:2bewdid1]

Mom looking good
[img:2bewdid1]http&#58;//lh4&#46;ggpht&#46;com/_cmsGJSU3p2s/ShDjk6EINmI/AAAAAAAACTE/1gXzE7s32l8/s400/013&#46;jpg[/img:2bewdid1]

Monster Cornices on Index
[img:2bewdid1]http&#58;//lh4&#46;ggpht&#46;com/_cmsGJSU3p2s/ShDjiZ46L2I/AAAAAAAACSo/jN7mtkL7fOM/s640/006&#46;jpg[/img:2bewdid1]

Gunn Peak looking mighty fine
[img:2bewdid1]http&#58;//lh4&#46;ggpht&#46;com/_cmsGJSU3p2s/ShDjjzpcOXI/AAAAAAAACS4/wrdtwzli1F0/s400/010&#46;jpg[/img:2bewdid1]

Training Weight for J-Berg!
[img:2bewdid1]http&#58;//lh6&#46;ggpht&#46;com/_cmsGJSU3p2s/ShDjkJQl4GI/AAAAAAAACS8/hwEgHMrSN_8/s400/011&#46;jpg[/img:2bewdid1]"
"Silver-peak","Silver Peak 5/13/07","On Sunday, May 13, 2007, Andy and I went to Silver Peak intending to climb it via the N ridge. Driving towards Snoqualmie Pass we were greeted by light showers and fresh snow on the surrounding mountains. At 8:30 we were the first car in the parking lot. Fortunately, the rain had almost stopped when we left. \
We hiked up the Annette Lake trail and very soon hit the first snow. More precisely, we were hit by thawing snow falling from the trees. We tried to figure out when to leave the trail in order to get onto the alternative route mentioned in the 75 scrambles book. However, with the present snow-cover we were very unsure where to leave the trail. Therefore, we followed the trail for some hundred yards after what we thought to be the last switchback. We then headed up some steep snow-covered talus field that we followed almost all the way to the ridge. In the beginning the snow was perfect for kick stepping but higher up there were some areas with pretty hard snow. In addition the slope steepened to an estimated 60 degrees. That is why we decided to put on crampons while we were in a not very comfortable position on the slope. \
We climbed the snow field to its end and were confronted with rocks and trees. Fortunately, Andy discovered a way out and after some near vertical (I exaggerate but it was pretty bad) bush whacking we finally made it to the ridge. Since there were no cornices on the ridge we chose whichever side of the ridge seemed more convenient. Most often there were trees on the West side of the ridge. We scrambled up the ridge and realized that crampons and loose snow-covered boulders are not the best combination. On the ridge there were no views because we were climbing in the clouds. Since we had no idea how far away from the summit we were and because we could not expect to be rewarded by nice views from the summit, we were not disappointed that we didn't summit when we reached our turn-around time at 1:30. We had lunch and then retraced our steps. Because of the significantly softer snow the descent (down-climbing and plunge-stepping/glissading) on the steep snow field went well. The hike back to the parking lot (which we reached at about 6:00) was uneventful. \
On this trip we encountered various different snow conditions from really firm to wind blown knee-deep snow. In general there were about one to four inches of fresh snow on the mountain. On the way down, the snow field we had ascended was covered with big chunks of snow. I assume the wet fresh snow started rolling down the slope while we were climbing the ridge.\
We didn't meet anybody all day which certainly added to the feeling of adventure I experienced on this trip (despite hearing I-90 occasionally).\
Thanks to Andy for this great trip, to Jon for his advice and beta, and to Brian and Mike for their opinions on Baring Mountain (which we originally considered climbing) and the early season avy advice.\
\
Andy finds a way through the trees.\
[img:1rsd76dp]http&#58;//people&#46;physik&#46;hu-berlin&#46;de/~kirchner/tripreports/silver1&#46;jpg[/img:1rsd76dp]\
\
More steep snow before the ridge.\
[img:1rsd76dp]http&#58;//people&#46;physik&#46;hu-berlin&#46;de/~kirchner/tripreports/silver2&#46;jpg[/img:1rsd76dp]\
\
Climbing along the ridge.\
[img:1rsd76dp]http&#58;//people&#46;physik&#46;hu-berlin&#46;de/~kirchner/tripreports/silver3&#46;jpg[/img:1rsd76dp]\
[img:1rsd76dp]http&#58;//people&#46;physik&#46;hu-berlin&#46;de/~kirchner/tripreports/silver4&#46;jpg[/img:1rsd76dp]\
\
\""View\"" from our turn-around point.\
[img:1rsd76dp]http&#58;//people&#46;physik&#46;hu-berlin&#46;de/~kirchner/tripreports/silver5&#46;jpg[/img:1rsd76dp]\
\
During the descent along the ridge.\
[img:1rsd76dp]http&#58;//people&#46;physik&#46;hu-berlin&#46;de/~kirchner/tripreports/silver6&#46;jpg[/img:1rsd76dp]"
,"Here are some more pics","Mike's TR tells the story pretty well, so here are a few of my pics from the trip and below is a link to the rest of them.\
<!-- m --><a class=\""postlink\"" href=\""http://picasaweb.google.com/samcrary/ColonialGlacierSnowfieldAttemptMay12132007\"">http://picasaweb.google.com/samcrary/Co ... ay12132007</a><!-- m -->\
\
Mike coming into the open on the ridge.\
[img:2jjky30k]http&#58;//lh3&#46;google&#46;com/image/samcrary/RktUn3W0AJI/AAAAAAAABU4/w_jf-S0vUi4/s800/P5120074&#46;JPG[/img:2jjky30k]\
\
Yuko doing the same.\
[img:2jjky30k]http&#58;//lh3&#46;google&#46;com/image/samcrary/RktUo3W0AKI/AAAAAAAABVA/IvdbSdUsED4/s800/P5120075&#46;JPG[/img:2jjky30k]\
\
The rediculous 'up-the-gut' runnel on Pyramid.\
[img:2jjky30k]http&#58;//lh4&#46;google&#46;com/image/samcrary/RktUyHW0ALI/AAAAAAAABVI/BzDu4YQM1BQ/s800/P5120076&#46;JPG[/img:2jjky30k]\
\
[img:2jjky30k]http&#58;//lh5&#46;google&#46;com/image/samcrary/RktU_XW0AOI/AAAAAAAABVg/cy5HNQgkce4/s800/P5120079&#46;JPG[/img:2jjky30k]\
\
The even more rediculous N face of Colonial.\
[img:2jjky30k]http&#58;//lh5&#46;google&#46;com/image/samcrary/RktVMXW0ARI/AAAAAAAABV4/bwSQpgLr0M0/s800/P5120082&#46;JPG[/img:2jjky30k]\
\
A snooze before the traverse.\
[img:2jjky30k]http&#58;//lh3&#46;google&#46;com/image/samcrary/RktVW3W0AVI/AAAAAAAABWY/Ydr1gIEDIbY/s800/P5120086&#46;JPG[/img:2jjky30k]\
\
[img:2jjky30k]http&#58;//lh6&#46;google&#46;com/image/samcrary/RktVZnW0AXI/AAAAAAAABWo/3bjzrI-6wEw/s800/P5120088&#46;JPG[/img:2jjky30k]\
\
Glacial wonderland.\
[img:2jjky30k]http&#58;//lh5&#46;google&#46;com/image/samcrary/RktVbXW0AZI/AAAAAAAABW4/hdTqiO9S12U/s800/P5120090&#46;JPG[/img:2jjky30k]\
\
The end of the sketchy traverse.\
[img:2jjky30k]http&#58;//lh6&#46;google&#46;com/image/samcrary/RktVknW0AbI/AAAAAAAABXI/g2FzgIUdM9I/s800/P5120092&#46;JPG[/img:2jjky30k]\
\
Ascending Colonial glaicier to the col.\
[img:2jjky30k]http&#58;//lh4&#46;google&#46;com/image/samcrary/RktVlHW0AcI/AAAAAAAABXQ/tWP1327uR9w/s800/P5120093&#46;JPG[/img:2jjky30k]\
\
Skinning up on the second day.\
[img:2jjky30k]http&#58;//lh4&#46;google&#46;com/image/samcrary/RktVnHW0AfI/AAAAAAAABXo/txSgQzVRiEQ/s800/P5130096&#46;JPG[/img:2jjky30k]\
\
And the ski out.\
[img:2jjky30k]http&#58;//lh6&#46;google&#46;com/image/samcrary/RktVonW0AhI/AAAAAAAABX4/1e4d-40VJ8U/s800/P5130098&#46;JPG[/img:2jjky30k]"
"The-brothers","Wednesaturday on the Brothers 5/16/07","Short Version: On Wednesaturday Carla, Yana, Yoav and I went up the south route of Edward, the southern peak of The Brothers.  \
\
Long Version: After watching a glorious sunset over the Olympics from the Seattle-side of the water, Tuesday night found Yoav and I rolling into Yana and Carla’s roadside camp around 11:30.  We knew it was the right spot, not because of Yana’s car or the REI Half Dome, but because of the bottle of Wild Turkey in the fold-up chair near the tent, cup of sunflower seeds, and the well-crafted arrow on the side of the road pointing to said signs of Carla.  While I was finishing a GIS midterm Tuesday afternoon, Carla and Yana had been kind enough to leave Seattle early to stake a claim on a camp site.  Good thing too, when they arrived at the Lena Creek Campground they found that other campers had already laid claim to spots for the weekend.  The two amused themselves with a very safe round of Frisbee tossing and watching quality films about marionettes that save the world (i.e. Team America).\
\
Having fallen asleep to clear starry skies just a few hours earlier, we awoke to the predicted low clouds and marine layer hanging around 2,000 feet.  Leaving the trailhead around 6:00 am, we started up the gentle switch backing trail to Lower Lena Lake passing through a two-tiered second growth forest of vine maple and Douglas-fir.  At a trail-side camp spot looking over the lake we talked to a camper who said he and his partner had been up to the east peak of the Brother’s complex the day before.  Our map didn’t show any eastern peaks around 6,100 feet in elevation, but perhaps this fellow’s did, since the topography on our maps for the area seemed unfamiliar to him.  After exchanging pleasantries, the four of us were soon on our way around the lake.  Luckily, we had each been given a password to The Brothers Wilderness Area, and were able to cross the boundary into the wilderness without much difficulty.  From this point, the trail was always close by to Lena Creek as it wandered up the Valley of the Silent Men through a stand of old-growth Douglas-fir, western redcedar and western hemlock.  We stopped to admire the plunge pools, piles of large woody debris, and the gravel bars of the creek a few times before we reached the fork of Lena Creek.  \
\
After some debate about the specific directions (i.e. Smoot vs. Mountaineer’s guide vs. Goldman) for the route to get to the base of the Brothers, Yana found the first crumb of flagging just beyond the camp spot at the fork of the creek.  With the trail generously marked with flagging, we were on our way up to the lower base of the avalanche terminus.   (Amusingly enough, the understory Pacific silver fir-nary 8 feet tallbut probably a good 200 years old-were marked with “killer tree” flagging.)  We encountered large patches of snow as we left Lena Creek and wandered up past 3,000 feet into the site of the 2006 fire that burned up a ridge of Alaska yellow cedar and Pacific silver fir.  (Note: This isn’t a stretch of the route that anyone would want to stand around in for too long, given that the burned remains of the trees could topple down easily.)  \
\
Having negotiated the charcoaled logs, we next faced the brush barrier to the gully.  The Sitka alder and devil’s club are just starting to leaf out and haven’t managed to reach their full barrier potential, but they were still a nasty tangle, sufficient to thwart Carla and her pack.  She eventually persevered (take that Alnus sinuata!).  Past the alder barrier, were on snow from 3,500 feet and would be up to the summit block.  \
\
We kicked steps up to the snow-covered meadow (~4,300 feet) we discussed our route options and went with the useful and memorable quote of “Go right, go right, go right, young man!” Thus, we eschewed the hourglass-shaped gully and cluster of trees at its base and directed our kick steps around to a gentle ridge.  As we went in a northeaster direction, could see a cluster of three peaks (Mt. Ellinor complex or the Mt. Bremerton complex?) behind us.  Several cairns in a snow-free patch of the ridge confirmed our path we continued up the top gully through steeper snow.  To the west we had views of mountains and blue skies but to the south and east we saw views of clouds and a marine layer that masked Puget Sound.  Periodically the base of Rainier came out from behind some of the clouds.  \
\
Straight up the snow slope we climbed steadily to the rock formation where we were treated to the loose scree and talus of the Brothers complex that is exposed during the warmer months of the year.  Having gone straight up to the saddle between some of the low points, there was much hemming and hawing about how to get to the summit.  The rock around here felt more like unprotected 4th or low 5th, and so we scoured around for the less sporty summit block approach.  After scrambling around, I was able to look down on the trail and gentle route up to the summit.  We realized we should have followed our mantra for the route and gone right where the snow had ended.  Yana breezed up the class 2/3 scramble route and took a sporty variation to the top of Ed (aka the south peak).  After rounding up Carla and Yoav, we were soon heading up to join Yana on top of the summit block (6,866 feet).  There, we lounged for a bit (Olympic marmot style) humbled by the knife-like ridge traverse to the north peak, admiring the blue skies and mountains to our west and a wall of clouds to the east.  Just as we finished fueling up on white cheddar cheeze-its and milano cookies, the clouds started to wrap around the peak.  We began our descent as the view quickly deteriorated-providing Carla and Yana with familiar views from recent trips.  We scrambled down the summit block and soon we were plunge stepping and glissading through the corn snow down past our upward tracks.  Carla managed to pick up some mach 50 speed on the longer glissade shoots.  \
\
Higher up from where we entered the avalanche-meadow we negotiated a less brushy trek across the alder and burned stand.  Heading back into the old-growth forest, we began the long walk out.  Meandering through the Valley of the Silent Men once more, we took time to admire the mossy rocks and plunge pools.  Arriving at the emerald green waters of Lena Lake, the trail seemed to become-as Beckey would put it-filled with excessive switch backs. (So much for the nice warm up on the way up in the morning).  We resisted the temptation to duck under the wooden rails and kept our boots on the long gentle path downward.  Along the way we took better notice of the stream violets, purple peavine, oak fern and the Pacific yew grove near the start of the trail.  We made it back to the cars by 8:20 and refueled with the remaining cheeze-its and a few swigs of Wild Turkey.  A good day and good times had by all.  Thanks Carla, Yana and Yoav.\
\
Some somewhat useful trail stats:\
Elevation gain: 6,200 + feet (why does the trail go up on the way down?)\
Mileage: ~15 depending on which book you consult\
East peaks found: 0\
References made to Team America: approaching infinity\
\
(Ever camera-less) Will post a link to Carla, Yana and Yoav's pic's soon."
,"Sissyphit","With weather reports making the west side of the mtns looking bad and even sunday on the eastside possibly rainy, I went over to Mazama.  Leaving around 4:30, I got to the base of Goat Wall around 8:30 (took the diretissimo approach instead of even trying to find the trail) with the goal of trying Restless Native.  Supposedly, the route is 10-11p long following the bluish/greenish rock to the right of the Goat's Beard.  After hiking around the base for 1/2hr staring up and trying to find any bolts or anchors and not finding a trace of anything (not even higher up), I busted out the topo for Sisyphus (11p, .11a) and easily found the base of that route.  Melissa linked the 1st 2 pitches, a short and easy 5.7 then a slightly tenuous couple of 5.9 slab moves followed by some easier climbing made for nearly a full 60m.  I then led the next pitch, a .10- that goes up a steepening buttress on good holds.  For whatever reason my shoulder felt totally tweaked after that (could it be that I've been climbing a lot lately?), so, that along with the increasing wind and the light rain that was comming down, I suggested that we bail.  This .10 pitch that I led wanders to the right of the rappel route, so we climbed the next pitch of 5.2 to be in line with the stations.  The route and rappels can be done with a single 60m rope, but we had climbed on my half ropes since we would have needed 2 60m to get off restless native.  2 rappels later we were on the ground.  By that time the sun was out and it was warm, so we went for a short hike then had happy hour on my folk's deck in Mazama.\
For anyone looking to do Sisphus:\
-BRING HELMETS.  The first 5 pitches cross over a bunch of ledges covered with loose rock.  I got hit several times just from the rope brushing a ledge.  Pulling the rope from out first rappel was terifying as we were clipped into a fixed anchor and knew the rope was going to drag across 3 ledges with all the rock bits funneling to where we were.  I think I was hit with more rock on this route than th rest of my climbing career so far (says a lot about how much I get into the mountains).\
-Don't do the route when other folks are on it.  You, or they will kick off rocks, break holds, or just some how send rocks flying.\
\
All in all I was not that impressed by this route, maybe only **.  The rock quality was sub par and the climbing not all that interesting.  Maybe it gets better higher up? The bolts were just off to the side of large, lichen-covered holds, making me think that the FA party was trying too hard to force the harder climbing.  However the setting was awesome and the steepness made for a small big-wall feel.\
I would still be interested in trying the Restless Native route, if I was looking at where I thought it shoud be, it follows a steep section of rock where one wouldn't run into these scree ledges.\
Here's the Sisphus topo if you're interested [url:g6c227th]http&#58;//www&#46;mountaineers&#46;org/nwmj/images/041/041Shorts_SisyTopo&#46;pdf[/url:g6c227th]"
